play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8471392,1,01:41,0,0,14.0,38.0
SHOT,8475794,1,07:39,0,1,79.0,8.0
SHOT,8475794,1,08:11,0,1,70.0,-26.0
SHOT,8470621,1,08:47,0,1,75.0,-8.0
SHOT,8478495,1,09:06,0,1,47.0,19.0
SHOT,8470794,1,09:07,0,1,70.0,10.0
SHOT,8475794,1,09:19,0,1,61.0,-27.0
SHOT,8473994,1,09:23,0,1,75.0,-2.0
TAKEAWAY,8470621,1,11:35,0,2,20.0,5.0
GIVEAWAY,8475794,1,11:57,0,2,-56.0,40.0
GIVEAWAY,8475794,1,12:24,0,2,-58.0,40.0
SHOT,8477450,1,14:17,0,2,79.0,1.0
SHOT,8476467,1,15:01,0,2,62.0,30.0
TAKEAWAY,8475730,1,15:42,0,2,-39.0,-3.0
SHOT,8475906,1,16:00,0,2,-13.0,1.0
TAKEAWAY,8476902,1,16:10,0,2,-30.0,-29.0
SHOT,8476902,1,16:15,0,2,41.0,-4.0
GOAL,8473994,1,17:48,1,2,80.0,2.0
TAKEAWAY,8478495,1,18:36,1,2,26.0,36.0
SHOT,8477450,1,19:13,1,2,64.0,10.0
SHOT,8471392,2,04:21,1,2,43.0,-2.0
GIVEAWAY,8471418,2,05:39,1,2,-96.0,0.0
SHOT,8476902,2,06:14,1,2,42.0,-1.0
SHOT,8475730,2,09:24,1,2,46.0,-21.0
SHOT,8480036,2,11:33,1,2,55.0,36.0
SHOT,8480036,2,11:42,1,2,47.0,1.0
SHOT,8476889,2,12:58,1,2,73.0,-25.0
GOAL,8478449,2,13:25,2,2,54.0,-1.0
SHOT,8471260,2,13:57,2,2,58.0,16.0
SHOT,8480036,3,01:52,2,2,49.0,-21.0
TAKEAWAY,8475730,3,02:01,2,2,40.0,37.0
SHOT,8475730,3,02:12,2,2,39.0,25.0
SHOT,8470794,3,02:39,2,2,67.0,-4.0
SHOT,8476467,3,02:45,2,2,38.0,30.0
TAKEAWAY,8478449,3,05:26,2,2,-72.0,40.0
GIVEAWAY,8478449,3,05:28,2,2,-64.0,41.0
TAKEAWAY,8477406,3,05:58,2,2,-30.0,38.0
SHOT,8476902,3,09:12,2,2,50.0,-16.0
SHOT,8478449,3,10:23,2,2,52.0,-32.0
SHOT,8476902,3,12:27,2,2,42.0,-16.0
TAKEAWAY,8478495,3,15:46,2,2,52.0,41.0
SHOT,8471699,3,19:00,2,2,40.0,0.0
SHOT,8470794,3,19:33,2,2,80.0,30.0
SHOT,8475906,3,19:46,2,2,46.0,20.0
SHOT,8475794,4,00:36,2,2,55.0,13.0
GOAL,8478449,4,02:19,3,2,58.0,-19.0
