play,player,period,time,goalsFor,goalsAgainst,x,y
GIVEAWAY,8476902,1,01:28,0,0,-9.0,-34.0
GIVEAWAY,8471228,1,01:57,0,0,-42.0,40.0
GOAL,8478495,1,02:42,1,0,82.0,8.0
TAKEAWAY,8476166,1,07:28,1,0,-75.0,3.0
GIVEAWAY,8470794,1,08:19,1,0,-52.0,40.0
SHOT,8475794,1,08:31,1,0,78.0,11.0
SHOT,8475794,1,09:16,1,0,40.0,-25.0
SHOT,8473994,1,09:17,1,0,77.0,-1.0
SHOT,8473994,1,09:18,1,0,80.0,0.0
SHOT,8475794,1,10:00,1,0,48.0,-9.0
SHOT,8475794,1,10:37,1,0,69.0,-21.0
GIVEAWAY,8478449,1,10:56,1,0,-8.0,3.0
TAKEAWAY,8477450,1,12:13,1,0,-32.0,25.0
GIVEAWAY,8471284,1,12:32,1,0,-58.0,-37.0
SHOT,8471699,1,12:57,1,0,80.0,-13.0
GIVEAWAY,8471284,1,14:35,1,0,5.0,41.0
GOAL,8478495,1,17:37,2,0,77.0,9.0
SHOT,8470621,1,18:50,2,0,61.0,1.0
TAKEAWAY,8477450,1,19:10,2,0,-53.0,40.0
SHOT,8470794,2,00:42,2,0,50.0,-28.0
SHOT,8477450,2,01:21,2,0,47.0,-26.0
GIVEAWAY,8470621,2,01:35,2,0,-19.0,1.0
TAKEAWAY,8480036,2,02:16,2,0,-80.0,-6.0
SHOT,8471284,2,04:10,2,0,-98.0,11.0
GIVEAWAY,8475906,2,05:54,2,1,-12.0,-24.0
GIVEAWAY,8480036,2,07:43,2,1,-36.0,-39.0
SHOT,8475413,2,08:55,2,1,73.0,-4.0
GIVEAWAY,8477406,2,09:47,2,1,70.0,1.0
TAKEAWAY,8471284,2,10:12,2,1,-40.0,37.0
SHOT,8473994,2,11:17,2,1,33.0,-29.0
TAKEAWAY,8473994,2,11:17,2,1,0.0,-35.0
TAKEAWAY,8475794,2,14:46,2,1,25.0,7.0
TAKEAWAY,8473994,2,15:38,2,1,-17.0,6.0
SHOT,8473994,2,15:38,2,1,58.0,15.0
SHOT,8470621,2,15:47,2,1,87.0,5.0
SHOT,8470621,2,15:48,2,1,86.0,7.0
SHOT,8477450,2,16:21,2,1,88.0,-23.0
SHOT,8476902,2,18:59,2,1,-90.0,11.0
TAKEAWAY,8470794,3,01:24,2,1,50.0,29.0
SHOT,8480036,3,03:57,2,1,42.0,-21.0
GIVEAWAY,8475794,3,04:35,2,1,-55.0,18.0
SHOT,8471699,3,05:05,2,1,62.0,-3.0
TAKEAWAY,8473994,3,06:18,2,1,-1.0,37.0
SHOT,8470621,3,06:27,2,1,58.0,7.0
SHOT,8475794,3,06:48,2,1,58.0,-16.0
SHOT,8475906,3,07:06,2,1,54.0,28.0
GIVEAWAY,8476166,3,07:48,2,1,-98.0,15.0
SHOT,8478495,3,08:03,2,1,71.0,-29.0
SHOT,8476889,3,09:27,2,1,74.0,0.0
SHOT,8480036,3,10:01,2,1,45.0,-29.0
GIVEAWAY,8480036,3,10:11,2,1,34.0,-36.0
TAKEAWAY,8475906,3,10:17,2,1,-40.0,37.0
TAKEAWAY,8475413,3,11:07,2,1,-78.0,3.0
GIVEAWAY,8471750,3,13:53,2,1,-98.0,-1.0
TAKEAWAY,8476889,3,14:16,2,1,-33.0,-22.0
TAKEAWAY,8475413,3,14:44,2,1,19.0,-11.0
SHOT,8475906,3,15:28,2,1,42.0,14.0
