play,player,period,time,goalsFor,goalsAgainst,x,y
GIVEAWAY,8471699,1,00:22,0,0,96.0,24.0
GIVEAWAY,8473994,1,00:41,0,0,-42.0,-4.0
GOAL,8475794,1,01:08,1,0,82.0,-5.0
GIVEAWAY,8471392,1,01:52,1,0,-85.0,37.0
TAKEAWAY,8478495,1,01:54,1,0,-68.0,34.0
GIVEAWAY,8470794,1,02:29,1,0,-32.0,25.0
SHOT,8477450,1,04:22,1,0,14.0,-37.0
SHOT,8478495,1,04:28,1,0,76.0,-16.0
SHOT,8480036,1,05:36,1,0,44.0,-23.0
SHOT,8476889,1,06:43,1,0,78.0,8.0
SHOT,8476902,1,07:57,1,0,85.0,-29.0
TAKEAWAY,8476467,1,09:15,1,0,-39.0,-27.0
GIVEAWAY,8476467,1,09:18,1,0,-29.0,-8.0
TAKEAWAY,8477406,1,11:50,1,0,6.0,29.0
TAKEAWAY,8475794,1,12:13,1,0,-22.0,37.0
GIVEAWAY,8473994,1,12:22,1,0,72.0,-3.0
SHOT,8473994,1,12:30,1,0,63.0,-1.0
SHOT,8471228,1,12:31,1,0,80.0,-6.0
SHOT,8476889,1,12:57,1,0,80.0,5.0
GIVEAWAY,8476902,1,13:15,1,0,-98.0,-17.0
SHOT,8471699,1,13:33,1,0,76.0,13.0
SHOT,8471392,1,14:44,1,0,-96.0,18.0
SHOT,8470794,1,16:46,1,0,87.0,-28.0
GIVEAWAY,8476902,1,18:33,1,0,-57.0,-40.0
TAKEAWAY,8471260,2,00:12,1,1,38.0,-28.0
SHOT,8475794,2,01:22,1,1,86.0,-22.0
GIVEAWAY,8475906,2,01:29,1,1,31.0,-37.0
SHOT,8473994,2,03:43,1,1,69.0,-24.0
GIVEAWAY,8475794,2,03:51,1,1,33.0,26.0
SHOT,8476889,2,04:15,1,1,75.0,-1.0
SHOT,8476889,2,04:16,1,1,86.0,-7.0
SHOT,8475794,2,06:30,1,1,59.0,-28.0
SHOT,8480036,2,10:21,1,2,87.0,-8.0
GIVEAWAY,8471750,2,12:26,1,2,-99.0,0.0
SHOT,8476467,2,12:59,1,2,31.0,19.0
TAKEAWAY,8473994,2,16:57,1,2,33.0,40.0
SHOT,8475794,2,16:59,1,2,60.0,-17.0
SHOT,8471228,2,17:07,1,2,62.0,14.0
SHOT,8476902,2,18:45,1,2,34.0,25.0
GIVEAWAY,8473994,2,19:04,1,2,33.0,-37.0
GIVEAWAY,8470794,2,19:42,1,2,24.0,-28.0
SHOT,8473994,2,19:59,1,2,83.0,1.0
SHOT,8475794,3,01:19,1,2,60.0,-20.0
GOAL,8478495,3,01:25,2,2,58.0,22.0
SHOT,8475794,3,04:05,2,2,43.0,34.0
SHOT,8478449,3,04:44,2,2,84.0,-11.0
GIVEAWAY,8470794,3,05:51,2,2,34.0,40.0
GIVEAWAY,8473994,3,06:17,2,2,93.0,9.0
TAKEAWAY,8471699,3,06:45,2,2,80.0,-12.0
GIVEAWAY,8471750,3,06:57,2,2,-95.0,7.0
TAKEAWAY,8471260,3,07:59,2,2,-41.0,20.0
SHOT,8476467,3,08:49,2,2,42.0,-27.0
SHOT,8470621,3,09:07,2,2,7.0,39.0
SHOT,8471392,3,09:33,2,2,45.0,26.0
SHOT,8473994,3,10:05,2,2,48.0,27.0
TAKEAWAY,8475906,3,11:48,2,2,-62.0,37.0
SHOT,8476467,3,13:29,2,2,-58.0,23.0
GIVEAWAY,8470794,3,15:04,2,2,-55.0,39.0
SHOT,8470794,3,15:16,2,2,81.0,-17.0
GIVEAWAY,8480036,3,17:20,2,2,30.0,-33.0
GIVEAWAY,8477450,3,17:46,2,2,55.0,16.0
TAKEAWAY,8477450,3,17:59,2,2,-36.0,39.0
SHOT,8477450,4,01:41,2,2,85.0,9.0
SHOT,8475794,4,02:58,2,2,77.0,19.0
SHOT,8480036,4,03:32,2,2,67.0,-24.0
SHOT,8475794,4,03:51,2,2,47.0,20.0
SHOT,8471228,4,04:22,2,2,80.0,-13.0
SHOT,8475794,4,04:41,2,2,52.0,21.0
SHOT,8475794,4,04:50,2,2,80.0,10.0
GIVEAWAY,8475794,4,04:57,2,2,98.0,11.0
