play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8476902,1,02:33,0,0,36.0,-16.0
SHOT,8475413,1,05:23,0,0,47.0,-35.0
GIVEAWAY,8475906,1,05:58,0,0,-88.0,-15.0
SHOT,8470794,1,06:12,0,0,80.0,-4.0
GIVEAWAY,8476166,1,07:41,0,0,-98.0,-14.0
SHOT,8475413,1,08:39,0,0,10.0,1.0
SHOT,8475906,1,08:44,0,0,35.0,33.0
TAKEAWAY,8471228,1,15:40,0,0,88.0,-11.0
GIVEAWAY,8477406,1,16:25,0,0,36.0,-9.0
GIVEAWAY,8475906,1,16:43,0,0,60.0,-37.0
GIVEAWAY,8475906,1,18:56,0,0,16.0,13.0
SHOT,8476902,2,00:20,0,0,29.0,37.0
TAKEAWAY,8475413,2,02:06,0,0,96.0,1.0
SHOT,8475906,2,02:13,0,0,63.0,-36.0
SHOT,8478495,2,02:52,0,0,77.0,-2.0
GOAL,8478449,2,05:10,1,0,70.0,2.0
SHOT,8477450,2,10:19,1,0,77.0,-3.0
SHOT,8471284,2,11:02,1,0,37.0,31.0
SHOT,8476166,2,13:00,1,0,50.0,-27.0
GIVEAWAY,8476889,2,13:28,1,0,-64.0,-40.0
SHOT,8478495,2,15:22,1,0,63.0,21.0
SHOT,8475794,2,15:25,1,0,81.0,-10.0
SHOT,8475794,2,15:26,1,0,81.0,-3.0
TAKEAWAY,8476889,2,17:56,1,1,-45.0,-41.0
SHOT,8475906,2,19:27,1,1,66.0,-20.0
GIVEAWAY,8475794,3,00:38,1,1,52.0,-34.0
GIVEAWAY,8475906,3,01:57,1,1,32.0,-40.0
GIVEAWAY,8480036,3,03:16,1,1,30.0,36.0
SHOT,8478449,3,10:03,1,2,44.0,-33.0
SHOT,8477450,3,11:16,1,3,53.0,-19.0
SHOT,8480036,3,11:26,1,3,88.0,-15.0
GOAL,8475906,3,12:01,2,3,33.0,37.0
TAKEAWAY,8480036,3,14:38,2,3,-98.0,-2.0
SHOT,8480036,3,16:57,2,3,80.0,-28.0
SHOT,8471284,3,18:53,2,3,36.0,13.0
SHOT,8480036,3,19:10,2,3,40.0,-24.0
SHOT,8476166,3,19:48,2,4,-3.0,32.0
