play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8471260,1,03:40,0,0,-49.0,-15.0
SHOT,8476467,1,05:52,0,0,49.0,-27.0
TAKEAWAY,8471228,1,06:04,0,0,-10.0,-38.0
SHOT,8473994,1,06:29,0,0,70.0,-19.0
SHOT,8475413,1,06:35,0,0,70.0,8.0
TAKEAWAY,8476889,1,06:52,0,0,98.0,3.0
SHOT,8471260,1,07:08,0,0,55.0,2.0
SHOT,8476467,1,07:11,0,0,67.0,-13.0
GIVEAWAY,8476902,1,07:37,0,0,36.0,-36.0
SHOT,8475794,1,08:46,0,0,81.0,3.0
TAKEAWAY,8475794,1,08:59,0,0,58.0,-7.0
GIVEAWAY,8475794,1,09:02,0,0,57.0,-8.0
GIVEAWAY,8478449,1,10:56,0,0,-98.0,5.0
SHOT,8477406,1,11:46,0,0,79.0,1.0
GIVEAWAY,8476889,1,12:25,0,0,23.0,-18.0
SHOT,8475794,1,14:02,0,0,75.0,8.0
GOAL,8478449,1,14:08,1,0,77.0,2.0
SHOT,8471260,1,15:16,1,0,86.0,5.0
SHOT,8471260,1,15:33,1,0,80.0,7.0
SHOT,8480036,1,15:34,1,0,76.0,-6.0
SHOT,8475794,1,15:45,1,0,-68.0,11.0
TAKEAWAY,8477406,1,17:31,1,1,-16.0,-13.0
GIVEAWAY,8475794,1,18:28,1,1,-37.0,5.0
SHOT,8478449,1,19:06,1,1,51.0,-16.0
SHOT,8477450,1,19:59,1,1,40.0,-27.0
TAKEAWAY,8473994,2,00:37,1,1,54.0,40.0
SHOT,8471392,2,04:04,1,1,51.0,-18.0
SHOT,8477406,2,06:08,1,1,58.0,-19.0
TAKEAWAY,8470794,2,06:34,1,1,52.0,40.0
SHOT,8475794,2,07:27,1,1,68.0,-33.0
SHOT,8471228,2,10:09,1,1,62.0,-37.0
SHOT,8471260,2,11:24,1,1,70.0,-16.0
GIVEAWAY,8473994,2,11:46,1,1,-41.0,-35.0
SHOT,8470794,2,13:08,1,1,39.0,-18.0
SHOT,8473994,2,13:23,1,1,78.0,0.0
SHOT,8471228,2,14:38,1,1,79.0,-3.0
TAKEAWAY,8480036,2,16:36,1,1,-98.0,-15.0
GIVEAWAY,8471284,2,17:46,1,1,-19.0,41.0
GIVEAWAY,8473994,2,19:22,1,1,-99.0,-14.0
GIVEAWAY,8476902,2,19:31,1,1,-97.0,19.0
GIVEAWAY,8475906,3,02:00,1,1,-98.0,6.0
TAKEAWAY,8471228,3,03:52,1,1,-19.0,-1.0
TAKEAWAY,8473994,3,04:11,1,1,-26.0,0.0
TAKEAWAY,8475794,3,04:23,1,1,90.0,-15.0
SHOT,8480036,3,05:05,1,1,66.0,-4.0
SHOT,8475794,3,06:34,1,1,28.0,23.0
GIVEAWAY,8480036,3,07:51,1,1,-22.0,-39.0
SHOT,8476902,3,09:08,1,1,62.0,-4.0
SHOT,8471284,3,09:14,1,1,32.0,-15.0
SHOT,8477406,3,10:31,1,1,71.0,-40.0
SHOT,8475906,3,11:24,1,1,54.0,-3.0
SHOT,8470794,3,11:30,1,1,76.0,-9.0
SHOT,8476889,3,12:07,1,1,80.0,8.0
SHOT,8476902,3,12:45,1,1,66.0,6.0
SHOT,8475794,3,13:01,1,1,48.0,18.0
SHOT,8470794,3,13:53,1,1,45.0,18.0
SHOT,8480036,3,17:52,1,1,73.0,-8.0
TAKEAWAY,8470794,3,19:54,1,1,-29.0,23.0
TAKEAWAY,8478449,4,00:28,1,1,-38.0,2.0
SHOT,8480036,4,00:35,1,1,71.0,2.0
SHOT,8477406,4,01:45,1,1,-53.0,18.0
SHOT,8470794,4,02:52,1,1,62.0,18.0
SHOT,8470621,4,03:36,1,1,82.0,0.0
SHOT,8471228,4,04:20,1,1,62.0,-18.0
