play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8475794,1,03:44,0,0,41.0,-22.0
SHOT,8476467,1,03:49,0,0,41.0,33.0
SHOT,8471284,1,05:01,0,0,42.0,-22.0
GIVEAWAY,8477450,1,07:46,0,0,-36.0,37.0
GIVEAWAY,8471260,1,11:48,0,0,-42.0,-25.0
TAKEAWAY,8475413,1,12:29,0,0,97.0,-16.0
SHOT,8480036,1,12:32,0,0,40.0,20.0
TAKEAWAY,8477450,1,12:40,0,0,32.0,-31.0
SHOT,8476467,1,15:53,0,0,58.0,20.0
GIVEAWAY,8480036,1,18:33,0,0,-40.0,38.0
TAKEAWAY,8477450,1,18:47,0,0,-59.0,-38.0
SHOT,8475794,2,00:19,0,1,4.0,10.0
SHOT,8471260,2,01:05,0,1,45.0,18.0
SHOT,8477450,2,01:29,0,1,48.0,25.0
GIVEAWAY,8471284,2,03:30,0,1,-34.0,40.0
TAKEAWAY,8477450,2,05:19,0,1,95.0,2.0
GOAL,8477406,2,05:22,1,1,73.0,15.0
SHOT,8470621,2,05:36,1,1,81.0,5.0
SHOT,8476902,2,06:40,1,1,40.0,-25.0
SHOT,8475794,2,07:04,1,1,72.0,-31.0
GOAL,8476889,2,10:27,2,1,76.0,2.0
SHOT,8470794,2,12:22,2,1,46.0,5.0
GIVEAWAY,8476467,2,12:37,2,1,-33.0,-39.0
SHOT,8476889,2,14:41,2,1,81.0,7.0
SHOT,8476889,2,15:43,2,1,50.0,-24.0
SHOT,8473994,2,17:17,2,1,43.0,-26.0
TAKEAWAY,8477406,2,17:26,2,1,66.0,38.0
TAKEAWAY,8476467,2,17:34,2,1,-56.0,-33.0
TAKEAWAY,8477450,2,19:11,2,1,-36.0,10.0
GIVEAWAY,8476902,3,01:30,2,1,-38.0,40.0
TAKEAWAY,8470794,3,01:34,2,1,-63.0,-39.0
GIVEAWAY,8471418,3,03:09,2,2,-93.0,16.0
SHOT,8477450,3,04:45,2,2,71.0,2.0
SHOT,8471260,3,07:35,2,2,78.0,8.0
GIVEAWAY,8477810,3,09:39,2,2,-35.0,40.0
SHOT,8476467,3,12:29,2,2,61.0,19.0
SHOT,8480036,3,12:36,2,2,41.0,-25.0
SHOT,8480036,3,12:43,2,2,44.0,-27.0
SHOT,8478495,3,13:00,2,2,79.0,-20.0
SHOT,8475794,3,13:13,2,2,86.0,9.0
SHOT,8475794,3,13:17,2,2,77.0,8.0
GIVEAWAY,8471284,3,13:47,2,2,-35.0,40.0
SHOT,8471284,3,15:06,2,2,-70.0,-17.0
TAKEAWAY,8473994,3,17:07,2,2,96.0,-18.0
SHOT,8480036,3,17:33,2,2,39.0,26.0
SHOT,8480036,3,17:47,2,2,59.0,2.0
