play,player,period,time,goalsFor,goalsAgainst,x,y
TAKEAWAY,8471284,1,03:47,0,0,-72.0,-36.0
SHOT,8471392,1,04:29,0,0,-85.0,15.0
GIVEAWAY,8476467,1,07:43,0,2,-55.0,40.0
SHOT,8470794,1,08:45,0,2,80.0,7.0
TAKEAWAY,8475794,1,09:36,0,2,84.0,36.0
TAKEAWAY,8473994,1,09:54,0,2,45.0,-29.0
SHOT,8473994,1,09:57,0,2,72.0,-16.0
SHOT,8476467,1,11:49,0,2,62.0,12.0
SHOT,8476902,1,12:15,0,2,82.0,-13.0
GIVEAWAY,8475906,1,12:39,0,2,-85.0,36.0
SHOT,8473994,1,15:24,0,2,48.0,-25.0
TAKEAWAY,8471228,1,15:44,0,2,71.0,-24.0
SHOT,8473994,1,15:46,0,2,57.0,-8.0
SHOT,8476902,1,18:21,0,2,42.0,-26.0
GIVEAWAY,8480036,1,18:49,0,2,-60.0,41.0
GIVEAWAY,8473994,2,00:23,0,2,54.0,40.0
TAKEAWAY,8478495,2,01:48,0,2,42.0,40.0
SHOT,8478495,2,02:02,0,2,70.0,-18.0
GIVEAWAY,8471260,2,03:39,0,2,-50.0,-30.0
SHOT,8471699,2,04:16,0,2,79.0,-4.0
SHOT,8477406,2,05:14,0,2,88.0,-5.0
SHOT,8477450,2,06:27,0,2,81.0,2.0
TAKEAWAY,8471228,2,06:34,0,2,71.0,-40.0
SHOT,8480036,2,06:37,0,2,68.0,-14.0
GIVEAWAY,8475906,2,08:00,0,2,-31.0,-21.0
GIVEAWAY,8478495,2,09:29,0,2,-63.0,-26.0
TAKEAWAY,8471699,2,12:35,0,2,9.0,39.0
SHOT,8475794,2,13:18,0,2,54.0,-24.0
SHOT,8471260,2,13:22,0,2,81.0,6.0
SHOT,8476902,2,13:26,0,2,51.0,14.0
SHOT,8478495,2,14:05,0,2,77.0,5.0
SHOT,8475794,2,15:00,0,2,83.0,10.0
SHOT,8471260,2,15:45,0,2,72.0,4.0
SHOT,8475794,2,15:52,0,2,62.0,2.0
GIVEAWAY,8473994,2,17:18,0,2,72.0,40.0
GIVEAWAY,8480036,2,18:39,0,2,30.0,40.0
GOAL,8471260,2,18:52,1,2,72.0,-5.0
SHOT,8470794,2,19:03,1,2,75.0,-2.0
SHOT,8473994,2,19:27,1,2,37.0,-22.0
SHOT,8480036,2,19:56,1,2,38.0,8.0
SHOT,8473994,3,00:44,1,2,87.0,5.0
GOAL,8477406,3,00:58,2,2,80.0,1.0
SHOT,8471699,3,01:17,2,2,63.0,22.0
SHOT,8476902,3,01:21,2,2,55.0,-22.0
GIVEAWAY,8477450,3,01:32,2,2,93.0,29.0
SHOT,8476467,3,02:31,2,2,62.0,-20.0
SHOT,8470794,3,02:46,2,2,67.0,-13.0
SHOT,8471284,3,02:49,2,2,35.0,-19.0
SHOT,8477406,3,04:52,2,2,50.0,15.0
GOAL,8471228,3,05:06,3,2,57.0,27.0
SHOT,8477406,3,06:33,3,2,69.0,10.0
GOAL,8471284,3,06:35,4,2,81.0,-4.0
GIVEAWAY,8471392,3,09:25,4,2,-76.0,39.0
GIVEAWAY,8478449,3,11:26,4,2,76.0,12.0
TAKEAWAY,8477406,3,13:57,4,2,18.0,34.0
GIVEAWAY,8477406,3,14:02,4,2,21.0,24.0
GIVEAWAY,8475906,3,15:28,4,2,-97.0,11.0
GIVEAWAY,8473994,3,16:41,4,2,9.0,40.0
GIVEAWAY,8471392,3,17:17,4,2,-24.0,37.0
GIVEAWAY,8471392,3,17:36,4,2,-98.0,-1.0
