play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8475794,1,02:16,0,0,46.0,-34.0
SHOT,8480036,1,06:39,0,0,60.0,-4.0
GIVEAWAY,8480036,1,07:34,0,0,-33.0,40.0
SHOT,8470621,1,08:51,0,1,66.0,-20.0
GIVEAWAY,8476467,1,09:17,0,1,-71.0,-38.0
TAKEAWAY,8476902,1,15:48,0,1,-34.0,37.0
TAKEAWAY,8473994,2,01:23,0,1,-42.0,-35.0
SHOT,8473994,2,01:31,0,1,47.0,-32.0
SHOT,8478495,2,03:12,0,1,83.0,-22.0
SHOT,8477406,2,05:11,0,1,37.0,-34.0
GIVEAWAY,8475906,2,06:37,0,1,-39.0,13.0
SHOT,8476902,2,09:30,0,2,37.0,-22.0
SHOT,8470794,2,13:26,0,3,81.0,-4.0
GIVEAWAY,8471260,2,14:38,0,3,-31.0,-36.0
SHOT,8471228,2,14:51,0,3,54.0,-5.0
SHOT,8477406,2,15:31,0,3,72.0,-1.0
SHOT,8475794,2,15:56,0,3,75.0,-2.0
SHOT,8476902,2,16:44,0,3,34.0,-9.0
GOAL,8480036,2,17:59,1,3,77.0,-2.0
SHOT,8475794,2,18:39,1,3,46.0,26.0
TAKEAWAY,8475794,3,02:40,1,4,-74.0,-10.0
SHOT,8478449,3,03:32,1,4,80.0,-1.0
TAKEAWAY,8477450,3,05:10,1,4,-81.0,-37.0
GIVEAWAY,8480036,3,05:52,1,4,-51.0,-40.0
SHOT,8480036,3,08:13,1,4,43.0,22.0
SHOT,8476889,3,09:44,1,4,82.0,6.0
SHOT,8476902,3,09:58,1,4,67.0,30.0
SHOT,8476889,3,09:59,1,4,83.0,5.0
SHOT,8473994,3,11:56,1,4,60.0,-35.0
GIVEAWAY,8476889,3,12:24,1,4,-31.0,-11.0
SHOT,8476467,3,13:43,1,4,35.0,30.0
SHOT,8470794,3,16:41,1,5,44.0,-14.0
SHOT,8475794,3,18:58,1,5,40.0,1.0
SHOT,8471228,3,19:00,1,5,84.0,7.0
SHOT,8471228,3,19:01,1,5,83.0,8.0
SHOT,8475906,3,19:41,1,5,38.0,17.0
SHOT,8471699,3,19:43,1,5,83.0,8.0
SHOT,8478495,3,19:45,1,5,77.0,4.0
