play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8471260,1,00:13,0,0,63.0,20.0
SHOT,8470794,1,01:33,0,0,71.0,-1.0
GIVEAWAY,8470621,1,02:01,0,0,-51.0,40.0
GIVEAWAY,8478449,1,03:10,0,0,-63.0,34.0
SHOT,8478495,1,04:10,0,0,64.0,-21.0
GIVEAWAY,8473994,1,05:46,0,0,-44.0,-28.0
SHOT,8478495,1,07:34,0,0,80.0,-1.0
GIVEAWAY,8476467,1,07:58,0,0,-91.0,29.0
TAKEAWAY,8476902,1,08:32,0,0,-67.0,34.0
SHOT,8470621,1,08:52,0,0,81.0,-1.0
TAKEAWAY,8470621,1,11:47,0,1,63.0,-37.0
SHOT,8476902,1,16:14,0,1,73.0,4.0
SHOT,8478495,1,17:44,0,1,60.0,-29.0
SHOT,8476889,1,18:42,0,1,55.0,-7.0
SHOT,8476166,1,18:46,0,1,43.0,-35.0
SHOT,8475794,2,00:18,0,1,41.0,-21.0
SHOT,8475906,2,00:55,0,1,77.0,2.0
SHOT,8475906,2,00:56,0,1,76.0,5.0
SHOT,8476889,2,01:30,0,1,72.0,0.0
SHOT,8476889,2,01:34,0,1,86.0,-14.0
TAKEAWAY,8480036,2,03:32,0,1,-79.0,36.0
TAKEAWAY,8471284,2,04:52,0,1,-45.0,-8.0
SHOT,8471260,2,05:22,0,1,53.0,0.0
GIVEAWAY,8471260,2,05:38,0,1,-58.0,10.0
GIVEAWAY,8476902,2,06:26,0,1,-91.0,24.0
TAKEAWAY,8471228,2,06:30,0,1,-32.0,4.0
SHOT,8471228,2,07:30,0,1,77.0,5.0
SHOT,8471228,2,07:31,0,1,79.0,1.0
SHOT,8475794,2,07:59,0,1,77.0,16.0
SHOT,8480036,2,09:02,0,1,63.0,-22.0
SHOT,8475906,2,12:40,0,1,34.0,15.0
SHOT,8476902,2,12:43,0,1,49.0,-31.0
SHOT,8477450,2,13:03,0,1,79.0,4.0
TAKEAWAY,8478449,2,15:24,0,1,-40.0,-24.0
GIVEAWAY,8471228,2,16:47,0,1,-77.0,-8.0
GIVEAWAY,8476889,2,17:09,0,1,-59.0,27.0
SHOT,8475794,2,18:24,0,1,68.0,-26.0
SHOT,8477450,3,02:01,0,1,77.0,4.0
GIVEAWAY,8477450,3,02:39,0,1,-79.0,11.0
SHOT,8470794,3,03:43,0,1,59.0,-13.0
TAKEAWAY,8478495,3,08:28,0,1,-32.0,-37.0
TAKEAWAY,8476467,3,08:52,0,1,-57.0,-31.0
SHOT,8476889,3,09:10,0,1,39.0,36.0
SHOT,8471260,3,09:18,0,1,91.0,-5.0
SHOT,8471699,3,09:22,0,1,81.0,-11.0
SHOT,8473994,3,12:23,0,2,11.0,22.0
GIVEAWAY,8475906,3,13:03,0,2,-88.0,22.0
SHOT,8478449,3,14:00,0,2,41.0,-4.0
SHOT,8476902,3,16:26,0,2,71.0,9.0
SHOT,8475906,3,19:23,0,3,44.0,-13.0
