play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8473994,1,00:42,0,0,47.0,-25.0
TAKEAWAY,8476467,1,01:08,0,0,35.0,38.0
TAKEAWAY,8476902,1,03:19,0,0,-18.0,-40.0
SHOT,8477406,1,05:40,0,0,79.0,11.0
TAKEAWAY,8476902,1,08:28,0,1,-35.0,35.0
SHOT,8478449,1,09:28,0,1,65.0,14.0
SHOT,8475906,1,09:47,0,1,58.0,-27.0
SHOT,8471699,1,11:13,0,1,80.0,17.0
SHOT,8475794,1,11:21,0,1,77.0,13.0
GIVEAWAY,8471392,1,11:35,0,1,-36.0,39.0
GIVEAWAY,8471284,1,13:54,0,1,-99.0,-12.0
SHOT,8471699,1,15:00,0,2,76.0,17.0
SHOT,8475794,1,15:05,0,2,80.0,31.0
SHOT,8473994,1,15:09,0,2,83.0,-5.0
GIVEAWAY,8471228,1,15:19,0,2,84.0,39.0
TAKEAWAY,8476889,1,19:11,0,2,-44.0,-35.0
GIVEAWAY,8471392,1,19:33,0,2,-95.0,23.0
GIVEAWAY,8473994,2,00:13,0,2,-27.0,27.0
SHOT,8475794,2,01:22,0,2,43.0,-19.0
SHOT,8471228,2,01:25,0,2,81.0,-11.0
GIVEAWAY,8471284,2,04:07,0,2,-98.0,9.0
SHOT,8476467,2,05:32,0,2,46.0,7.0
TAKEAWAY,8475906,2,06:03,0,2,-48.0,38.0
SHOT,8477450,2,09:17,0,2,53.0,-25.0
TAKEAWAY,8477406,2,11:39,0,2,-17.0,19.0
SHOT,8473994,2,12:24,0,2,50.0,17.0
GIVEAWAY,8473994,2,12:47,0,2,43.0,-40.0
SHOT,8471228,2,13:23,0,2,83.0,-19.0
SHOT,8475906,2,15:40,0,2,48.0,-18.0
GIVEAWAY,8475906,2,16:36,0,2,41.0,-14.0
TAKEAWAY,8478449,2,16:53,0,2,13.0,-26.0
SHOT,8470794,2,16:58,0,2,71.0,-20.0
GIVEAWAY,8471260,2,18:21,0,2,-57.0,38.0
GIVEAWAY,8480036,2,19:39,0,2,-41.0,36.0
GIVEAWAY,8470794,3,01:39,0,2,-2.0,24.0
SHOT,8477406,3,01:58,0,2,75.0,-9.0
TAKEAWAY,8475906,3,02:52,0,2,-42.0,4.0
SHOT,8476467,3,03:53,0,2,78.0,21.0
SHOT,8471228,3,03:56,0,2,75.0,2.0
SHOT,8475794,3,04:09,0,2,78.0,24.0
SHOT,8476902,3,04:25,0,2,41.0,-22.0
SHOT,8476902,3,04:27,0,2,76.0,-14.0
SHOT,8471699,3,04:30,0,2,82.0,-9.0
GIVEAWAY,8471228,3,07:48,0,2,73.0,-28.0
GIVEAWAY,8476902,3,07:58,0,2,-98.0,1.0
GIVEAWAY,8471392,3,08:12,0,2,-81.0,18.0
TAKEAWAY,8470794,3,08:29,0,2,-34.0,-20.0
GIVEAWAY,8471750,3,09:53,0,2,-98.0,3.0
SHOT,8470794,3,12:00,0,2,82.0,-2.0
SHOT,8471228,3,12:22,0,2,61.0,23.0
SHOT,8471228,3,12:30,0,2,73.0,11.0
SHOT,8471699,3,14:12,0,2,59.0,-31.0
GIVEAWAY,8480036,3,15:43,0,2,7.0,41.0
SHOT,8476467,3,15:53,0,2,78.0,-16.0
GIVEAWAY,8476889,3,16:48,0,2,-68.0,-8.0
SHOT,8473994,3,17:02,0,2,80.0,-14.0
GOAL,8475794,3,17:23,1,2,75.0,-4.0
SHOT,8475906,3,18:35,1,2,42.0,19.0
SHOT,8473994,3,18:39,1,2,75.0,7.0
SHOT,8480036,3,18:44,1,2,43.0,-20.0
SHOT,8470621,3,19:40,1,2,85.0,-4.0
