play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8477450,1,01:56,0,1,67.0,-11.0
GIVEAWAY,8470794,1,03:25,0,1,-43.0,28.0
SHOT,8471260,1,04:37,0,1,42.0,-36.0
SHOT,8478449,1,08:26,0,2,81.0,2.0
TAKEAWAY,8473994,1,08:51,0,2,95.0,20.0
GIVEAWAY,8473994,1,08:55,0,2,89.0,39.0
GIVEAWAY,8471228,1,09:42,0,2,-78.0,-38.0
GIVEAWAY,8478495,1,11:03,0,2,40.0,10.0
GIVEAWAY,8480036,1,13:40,0,2,-42.0,-37.0
GIVEAWAY,8471750,1,13:52,0,2,-98.0,-1.0
TAKEAWAY,8475906,1,15:07,0,2,-16.0,-2.0
SHOT,8477450,1,17:05,0,2,80.0,-38.0
TAKEAWAY,8470794,2,00:32,0,2,46.0,-8.0
GIVEAWAY,8478449,2,01:02,0,2,-36.0,16.0
GIVEAWAY,8480036,2,02:23,0,2,-70.0,-39.0
SHOT,8476467,2,03:20,0,2,83.0,31.0
GIVEAWAY,8475906,2,04:19,0,2,-74.0,-29.0
SHOT,8475794,2,05:42,0,2,88.0,4.0
GIVEAWAY,8471284,2,05:47,0,2,24.0,0.0
SHOT,8475906,2,06:14,0,2,69.0,-23.0
SHOT,8476889,2,06:51,0,2,69.0,39.0
TAKEAWAY,8470794,2,07:50,0,2,-59.0,-3.0
GOAL,8478449,2,07:55,1,2,68.0,11.0
SHOT,8478495,2,08:31,1,2,44.0,-29.0
SHOT,8477406,2,10:24,1,2,76.0,18.0
TAKEAWAY,8477406,2,10:37,1,2,-21.0,-5.0
GIVEAWAY,8475906,2,11:46,1,2,52.0,10.0
SHOT,8471284,2,12:23,1,2,52.0,36.0
SHOT,8478495,2,12:28,1,2,65.0,12.0
TAKEAWAY,8471284,2,15:38,1,2,-98.0,-9.0
TAKEAWAY,8475413,2,17:06,1,2,62.0,-11.0
GIVEAWAY,8475906,2,19:09,1,2,10.0,-3.0
TAKEAWAY,8471228,2,19:47,1,2,-72.0,40.0
SHOT,8475794,3,00:51,1,2,55.0,-18.0
SHOT,8476889,3,02:14,1,2,77.0,1.0
SHOT,8476889,3,02:17,1,2,77.0,-3.0
SHOT,8476889,3,02:21,1,2,80.0,-5.0
SHOT,8480036,3,02:44,1,2,35.0,-3.0
SHOT,8470794,3,03:27,1,2,73.0,-5.0
GIVEAWAY,8471750,3,03:49,1,2,-98.0,-5.0
SHOT,8476467,3,05:54,1,2,-37.0,28.0
GIVEAWAY,8477406,3,07:01,1,2,55.0,37.0
SHOT,8475906,3,07:05,1,2,42.0,21.0
SHOT,8471284,3,07:53,1,2,36.0,41.0
GIVEAWAY,8473994,3,08:48,1,2,36.0,5.0
SHOT,8478449,3,08:54,1,2,51.0,-3.0
GIVEAWAY,8471228,3,09:19,1,2,-11.0,39.0
SHOT,8470794,3,10:13,1,2,-53.0,37.0
SHOT,8476467,3,13:03,1,2,62.0,13.0
SHOT,8476467,3,13:11,1,2,68.0,-32.0
SHOT,8471699,3,15:53,1,2,61.0,-28.0
SHOT,8471284,3,16:26,1,2,31.0,-42.0
GIVEAWAY,8471228,3,17:15,1,2,-58.0,38.0
SHOT,8475906,3,18:50,1,2,30.0,25.0
