play,player,period,time,goalsFor,goalsAgainst,x,y
TAKEAWAY,8481641,1,00:41,0,0,-20.0,9.0
SHOT,8471228,1,00:51,0,0,62.0,-27.0
GIVEAWAY,8471699,1,02:39,0,0,-6.0,37.0
SHOT,8475906,1,06:18,0,0,37.0,-2.0
SHOT,8471284,1,09:01,0,0,35.0,40.0
SHOT,8478495,1,10:06,0,0,72.0,-2.0
SHOT,8478495,1,10:08,0,0,86.0,6.0
SHOT,8476467,1,13:37,0,1,38.0,38.0
SHOT,8477406,1,15:17,0,1,16.0,-1.0
GIVEAWAY,8471260,2,00:24,0,2,-48.0,38.0
TAKEAWAY,8475906,2,01:04,0,2,-79.0,30.0
SHOT,8478449,2,03:56,0,3,83.0,-22.0
GIVEAWAY,8475730,2,04:08,0,3,-83.0,24.0
GIVEAWAY,8473994,2,04:47,0,4,56.0,39.0
SHOT,8476467,2,07:18,0,4,33.0,-30.0
SHOT,8476902,2,07:23,0,4,33.0,-15.0
SHOT,8475730,2,08:06,0,4,32.0,21.0
SHOT,8471699,2,09:07,0,4,76.0,8.0
SHOT,8475794,2,09:22,0,4,71.0,16.0
SHOT,8475730,2,10:32,0,4,63.0,29.0
SHOT,8471260,2,12:27,0,4,58.0,-32.0
SHOT,8470794,2,15:09,0,4,42.0,-35.0
SHOT,8475794,2,16:03,0,4,77.0,-17.0
SHOT,8475794,2,16:39,0,4,58.0,23.0
SHOT,8470794,2,17:24,0,4,60.0,-1.0
SHOT,8473994,2,17:33,0,4,50.0,-6.0
GIVEAWAY,8471260,2,19:02,0,4,-30.0,26.0
SHOT,8477406,3,02:46,0,5,59.0,-1.0
SHOT,8475794,3,03:21,0,5,64.0,-24.0
SHOT,8473994,3,06:45,0,5,51.0,40.0
GIVEAWAY,8471750,3,07:24,0,5,-97.0,-1.0
SHOT,8475794,3,13:01,0,5,47.0,0.0
GIVEAWAY,8471699,3,13:16,0,5,-65.0,-39.0
SHOT,8470621,3,15:00,0,6,50.0,0.0
SHOT,8471699,3,15:04,0,6,83.0,7.0
SHOT,8471392,3,18:35,0,7,59.0,-33.0
