play,player,period,time,goalsFor,goalsAgainst,x,y
GIVEAWAY,8476902,1,00:52,0,0,-55.0,-40.0
GOAL,8478495,1,01:20,1,0,79.0,4.0
GIVEAWAY,8480036,1,03:59,1,0,-77.0,-41.0
TAKEAWAY,8481641,1,05:47,1,0,53.0,38.0
SHOT,8475730,1,06:57,1,0,36.0,-32.0
TAKEAWAY,8478495,1,07:02,1,0,98.0,-13.0
TAKEAWAY,8471260,1,08:38,1,0,62.0,30.0
TAKEAWAY,8476889,1,08:58,1,0,48.0,-22.0
SHOT,8471392,1,10:38,1,0,31.0,-23.0
SHOT,8478495,1,15:54,1,0,72.0,-11.0
SHOT,8475906,1,16:20,1,0,39.0,-23.0
TAKEAWAY,8471699,1,16:52,1,0,97.0,10.0
TAKEAWAY,8470621,1,17:55,1,0,13.0,-23.0
GIVEAWAY,8473994,1,19:29,1,0,40.0,-37.0
TAKEAWAY,8473994,1,19:35,1,0,-11.0,-23.0
SHOT,8480036,1,19:59,1,0,39.0,35.0
GOAL,8476889,2,00:24,2,0,79.0,7.0
SHOT,8475906,2,01:22,2,0,42.0,-2.0
SHOT,8477450,2,03:16,2,0,62.0,17.0
SHOT,8480036,2,04:47,2,0,77.0,-26.0
GIVEAWAY,8478449,2,05:03,2,0,42.0,-13.0
SHOT,8477450,2,06:12,2,0,74.0,9.0
TAKEAWAY,8471392,2,07:20,2,0,-93.0,-24.0
SHOT,8470621,2,12:01,2,1,74.0,-11.0
SHOT,8471699,2,15:35,2,1,60.0,12.0
TAKEAWAY,8477406,2,16:38,2,1,73.0,-39.0
SHOT,8471392,2,16:45,2,1,65.0,28.0
SHOT,8476902,2,17:42,2,1,48.0,7.0
SHOT,8476467,2,18:50,2,1,46.0,-25.0
GOAL,8475794,3,01:21,3,1,79.0,13.0
GIVEAWAY,8480036,3,03:13,3,1,-77.0,40.0
GIVEAWAY,8471750,3,04:22,3,1,-87.0,-34.0
SHOT,8477406,3,05:08,3,1,79.0,0.0
TAKEAWAY,8475794,3,06:11,3,1,38.0,28.0
GIVEAWAY,8481641,3,06:13,3,1,36.0,29.0
GIVEAWAY,8480036,3,07:47,3,1,-58.0,24.0
TAKEAWAY,8480036,3,08:05,3,1,-58.0,37.0
SHOT,8478495,3,09:17,3,1,82.0,-9.0
GIVEAWAY,8475794,3,10:48,3,1,-19.0,-27.0
GIVEAWAY,8475730,3,11:05,3,1,-74.0,-31.0
GIVEAWAY,8475906,3,13:44,3,1,-3.0,21.0
GIVEAWAY,8476902,3,13:54,3,1,-66.0,40.0
TAKEAWAY,8471699,3,16:32,3,1,89.0,-11.0
GIVEAWAY,8475906,3,16:51,3,1,-69.0,37.0
GIVEAWAY,8475730,3,18:24,3,1,-30.0,-35.0
GIVEAWAY,8475730,3,18:32,3,1,-73.0,-37.0
