play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8470794,1,00:24,0,0,77.0,-4.0
GIVEAWAY,8473994,1,00:58,0,0,-44.0,-37.0
SHOT,8476166,1,01:13,0,0,5.0,-7.0
TAKEAWAY,8471260,1,01:40,0,0,-41.0,-40.0
SHOT,8478449,1,04:28,0,1,81.0,3.0
SHOT,8473994,1,04:44,0,1,50.0,-4.0
TAKEAWAY,8471699,1,06:31,0,1,-97.0,19.0
TAKEAWAY,8477450,1,10:23,0,1,-69.0,0.0
SHOT,8477406,1,10:47,0,1,86.0,-11.0
GOAL,8478449,1,11:13,1,1,77.0,10.0
TAKEAWAY,8477406,1,13:11,1,1,78.0,39.0
SHOT,8477406,1,13:16,1,1,82.0,25.0
GIVEAWAY,8476902,1,14:47,1,1,-99.0,-8.0
GIVEAWAY,8476166,1,15:02,1,1,-82.0,31.0
TAKEAWAY,8478449,1,17:05,1,1,55.0,17.0
SHOT,8480036,1,17:56,1,1,45.0,-20.0
SHOT,8476889,1,18:16,1,1,73.0,-13.0
GIVEAWAY,8477406,1,19:17,1,1,58.0,-27.0
TAKEAWAY,8471699,1,19:27,1,1,-17.0,-41.0
SHOT,8478449,2,01:12,1,1,87.0,6.0
SHOT,8478449,2,01:13,1,1,83.0,3.0
SHOT,8477406,2,01:29,1,1,41.0,8.0
GOAL,8476889,2,01:36,2,1,75.0,1.0
SHOT,8480036,2,01:47,2,1,-50.0,37.0
SHOT,8480036,2,02:02,2,1,37.0,25.0
GIVEAWAY,8471392,2,05:57,2,1,-98.0,1.0
SHOT,8481641,2,09:37,2,1,80.0,4.0
TAKEAWAY,8470794,2,11:38,2,1,8.0,-38.0
GOAL,8470794,2,11:42,3,1,59.0,-17.0
TAKEAWAY,8477450,2,12:56,3,1,20.0,34.0
SHOT,8481641,2,13:23,3,1,76.0,-4.0
GIVEAWAY,8475794,2,14:48,3,1,-12.0,-4.0
SHOT,8471392,2,17:50,3,1,68.0,-15.0
SHOT,8470794,2,19:49,3,1,43.0,-31.0
GIVEAWAY,8480036,3,00:27,3,1,-57.0,40.0
GIVEAWAY,8471699,3,01:05,3,1,-14.0,41.0
SHOT,8478449,3,04:08,3,1,80.0,0.0
SHOT,8480036,3,05:02,3,1,40.0,-20.0
GIVEAWAY,8476467,3,07:01,3,1,22.0,-22.0
SHOT,8473994,3,08:37,3,1,86.0,-7.0
SHOT,8475794,3,10:21,3,1,60.0,-27.0
SHOT,8481641,3,12:21,3,1,50.0,17.0
TAKEAWAY,8471228,3,12:58,3,1,38.0,41.0
GIVEAWAY,8476902,3,16:17,3,1,5.0,-38.0
GOAL,8471284,3,17:04,4,1,31.0,5.0
SHOT,8476467,3,19:49,4,1,-72.0,37.0
