play,player,period,time,goalsFor,goalsAgainst,x,y
SHOT,8475794,1,02:41,0,0,82.0,7.0
SHOT,8471260,1,03:20,0,0,80.0,2.0
GIVEAWAY,8476467,1,07:09,0,0,-15.0,-15.0
SHOT,8471284,1,08:23,0,0,37.0,-9.0
GIVEAWAY,8475794,1,09:26,0,0,43.0,-27.0
GOAL,8478495,1,10:13,1,0,59.0,21.0
TAKEAWAY,8478495,1,11:31,1,0,-41.0,-11.0
SHOT,8478495,1,11:37,1,0,80.0,4.0
SHOT,8473994,1,16:30,1,0,68.0,-4.0
GIVEAWAY,8480036,1,17:41,1,0,-96.0,13.0
SHOT,8478449,2,01:01,1,0,74.0,-3.0
SHOT,8471228,2,03:20,1,0,60.0,-6.0
TAKEAWAY,8478449,2,04:28,1,0,41.0,38.0
SHOT,8476902,2,04:46,1,0,46.0,5.0
SHOT,8475794,2,05:09,1,0,80.0,-9.0
GOAL,8471228,2,05:10,2,0,78.0,5.0
SHOT,8476889,2,05:31,2,0,-38.0,19.0
GIVEAWAY,8476902,2,06:07,2,0,51.0,1.0
GIVEAWAY,8471228,2,06:47,2,0,91.0,15.0
SHOT,8471284,2,07:04,2,0,37.0,31.0
SHOT,8473994,2,11:22,2,0,68.0,19.0
GIVEAWAY,8476467,2,17:05,2,0,22.0,-35.0
SHOT,8478449,3,01:39,2,0,78.0,-2.0
SHOT,8478449,3,01:46,2,0,83.0,-9.0
GIVEAWAY,8478449,3,02:07,2,0,69.0,25.0
SHOT,8471260,3,02:57,2,0,68.0,20.0
SHOT,8478495,3,08:27,2,0,62.0,16.0
SHOT,8478495,3,08:31,2,0,48.0,22.0
TAKEAWAY,8473994,3,09:33,2,0,60.0,21.0
TAKEAWAY,8477406,3,10:37,2,0,-46.0,-28.0
SHOT,8477406,3,10:39,2,0,61.0,-14.0
SHOT,8478495,3,11:20,2,0,69.0,-21.0
SHOT,8481641,3,12:22,2,0,75.0,-33.0
SHOT,8477450,3,12:28,2,0,68.0,24.0
SHOT,8477450,3,12:30,2,0,83.0,7.0
SHOT,8477406,3,13:32,2,0,79.0,-24.0
GOAL,8478449,3,16:56,3,0,59.0,-27.0
SHOT,8477406,3,19:23,3,0,87.0,-13.0
GIVEAWAY,8471284,3,19:36,3,0,91.0,-13.0
