play,player,period,time,goalsFor,goalsAgainst,x,y
GIVEAWAY,8477450,1,02:09,0,0,1.0,40.0
GIVEAWAY,8475906,1,02:58,0,0,-34.0,39.0
SHOT,8471228,1,03:55,0,0,69.0,-36.0
SHOT,8478495,1,06:07,0,0,56.0,21.0
SHOT,8476467,1,08:16,0,0,-95.0,-17.0
GIVEAWAY,8477450,1,08:42,0,0,-38.0,-37.0
SHOT,8471699,1,09:41,0,0,67.0,31.0
SHOT,8478449,1,09:54,0,0,66.0,-20.0
SHOT,8470794,1,13:00,0,0,80.0,0.0
GIVEAWAY,8475413,1,13:04,0,0,63.0,-38.0
SHOT,8470621,1,14:09,0,0,87.0,20.0
GIVEAWAY,8476467,1,14:20,0,0,-12.0,-9.0
SHOT,8478495,1,14:27,0,0,66.0,-11.0
GIVEAWAY,8471284,1,15:08,0,0,21.0,41.0
SHOT,8476889,1,15:20,0,0,53.0,-25.0
SHOT,8475906,1,15:24,0,0,51.0,-32.0
GIVEAWAY,8475906,1,17:25,0,0,-80.0,39.0
SHOT,8477450,1,18:32,0,0,45.0,-34.0
TAKEAWAY,8470794,1,19:04,0,0,-37.0,3.0
SHOT,8473994,1,19:09,0,0,47.0,-23.0
SHOT,8478495,2,00:48,0,0,86.0,-27.0
GIVEAWAY,8475794,2,01:09,0,0,22.0,-4.0
SHOT,8477450,2,02:06,0,0,74.0,-14.0
GIVEAWAY,8476467,2,02:33,0,0,-43.0,0.0
TAKEAWAY,8475906,2,04:00,0,0,-73.0,29.0
TAKEAWAY,8480036,2,05:31,0,0,-99.0,10.0
GIVEAWAY,8476889,2,05:37,0,0,-31.0,21.0
SHOT,8475413,2,07:50,0,0,25.0,-18.0
SHOT,8475794,2,08:50,0,0,35.0,21.0
GIVEAWAY,8471284,2,09:03,0,0,-29.0,-23.0
GIVEAWAY,8475906,2,10:08,0,0,68.0,-36.0
SHOT,8475413,2,12:52,0,0,75.0,-2.0
SHOT,8471228,2,13:23,0,0,73.0,4.0
SHOT,8471228,2,13:35,0,0,53.0,15.0
SHOT,8476166,2,13:48,0,0,34.0,-24.0
GIVEAWAY,8471699,2,15:28,0,0,-98.0,-2.0
SHOT,8470794,2,15:34,0,0,-74.0,-5.0
SHOT,8476902,2,17:35,0,0,35.0,25.0
GIVEAWAY,8473994,2,18:13,0,0,99.0,6.0
GIVEAWAY,8476467,2,18:44,0,0,37.0,41.0
GIVEAWAY,8478495,3,00:38,0,0,-41.0,38.0
SHOT,8478495,3,02:58,0,0,77.0,12.0
GIVEAWAY,8471228,3,03:39,0,0,-57.0,41.0
GIVEAWAY,8471750,3,07:27,0,0,-97.0,1.0
GIVEAWAY,8480036,3,08:41,0,1,45.0,-40.0
GIVEAWAY,8475906,3,11:22,0,2,66.0,40.0
SHOT,8477406,3,13:39,0,2,77.0,-14.0
GIVEAWAY,8470621,3,16:36,0,2,-6.0,-39.0
SHOT,8473994,3,17:18,0,2,81.0,-1.0
GIVEAWAY,8476467,3,19:42,0,3,-59.0,42.0
