play,player,period,time,goalsFor,goalsAgainst,x,y
GIVEAWAY,8480036,1,03:10,0,0,-94.0,27.0
TAKEAWAY,8476889,1,03:24,0,0,67.0,-36.0
SHOT,8476166,1,05:05,0,1,17.0,-19.0
TAKEAWAY,8475794,1,07:53,0,1,30.0,35.0
SHOT,8473994,1,08:28,0,1,11.0,34.0
SHOT,8476467,1,11:34,0,1,64.0,-26.0
GIVEAWAY,8479587,1,13:21,0,1,-33.0,-31.0
SHOT,8476889,1,14:19,0,1,80.0,5.0
SHOT,8479587,1,16:16,0,1,14.0,41.0
SHOT,8473994,2,00:12,0,1,82.0,-8.0
TAKEAWAY,8476467,2,01:55,0,1,-38.0,-12.0
GOAL,8478449,2,01:59,1,1,64.0,-14.0
GIVEAWAY,8479381,2,02:23,1,1,-69.0,26.0
TAKEAWAY,8471228,2,05:48,1,1,37.0,-31.0
SHOT,8476467,2,08:46,1,1,75.0,-30.0
SHOT,8475794,2,08:48,1,1,76.0,-1.0
GIVEAWAY,8471750,2,09:20,1,1,-83.0,-11.0
SHOT,8475794,2,12:16,1,1,-69.0,-11.0
SHOT,8477406,2,15:32,1,1,83.0,-7.0
SHOT,8476902,3,00:06,1,2,-7.0,35.0
SHOT,8480036,3,00:43,1,2,42.0,-23.0
SHOT,8478449,3,01:28,1,2,85.0,15.0
SHOT,8471228,3,03:06,1,2,68.0,-13.0
SHOT,8476902,3,03:24,1,2,54.0,18.0
SHOT,8479381,3,03:45,1,2,19.0,36.0
GIVEAWAY,8475906,3,04:08,1,2,-70.0,32.0
GIVEAWAY,8471284,3,04:41,1,2,-93.0,30.0
TAKEAWAY,8476467,3,05:00,1,2,0.0,36.0
TAKEAWAY,8480769,3,05:06,1,2,94.0,-22.0
SHOT,8476889,3,05:08,1,2,75.0,-7.0
SHOT,8480769,3,05:17,1,2,36.0,36.0
SHOT,8475794,3,07:25,1,2,60.0,-24.0
SHOT,8476902,3,07:46,1,2,38.0,21.0
GOAL,8471228,3,07:53,2,2,80.0,8.0
GOAL,8479381,3,12:03,3,2,81.0,1.0
GIVEAWAY,8475794,3,12:54,3,2,-9.0,16.0
TAKEAWAY,8476902,3,13:05,3,2,26.0,40.0
TAKEAWAY,8470794,3,16:52,3,2,94.0,14.0
SHOT,8478449,4,00:13,3,3,68.0,-35.0
SHOT,8477406,4,00:27,3,3,48.0,5.0
TAKEAWAY,8475794,4,00:38,3,3,-60.0,-4.0
GOAL,8475794,4,00:43,4,3,85.0,5.0
